@id	@lat	@lon	name	waterway	man_made	substance
949172606	20.8654724	82.9654556		ditch		
949172607	20.8654342	82.9640400		ditch		
949172608	20.8650088	82.9631167		ditch		
949172609	20.8658256	82.9729198		ditch		
950189295	20.9248419	83.0859464		ditch		
950189296	20.9305691	83.0911043		ditch		
950189297	20.9332822	83.0912324		ditch		
950189302	20.9362552	83.0998450		ditch		
950189303	20.9366914	83.1015757		ditch		
950189304	20.9369432	83.1025949		ditch		
950189305	20.9370919	83.1035927		ditch		
950189306	20.9369691	83.1047695		ditch		
950189307	20.9399157	83.1087150		ditch		
950189308	20.9357585	83.1124547		ditch		
950189309	20.9371626	83.1099374		ditch		
950189314	20.9505414	83.1126345		ditch		
950189315	20.9348028	83.0954428		ditch		
950189316	20.9436345	83.0992763		ditch		
950189317	20.9424393	83.0996844		ditch		
950189320	20.9427602	83.0995999		ditch		
950189321	20.9464476	83.0998054		ditch		
950189322	20.9380886	83.0965827		ditch		
950189323	20.9417213	83.0873496		ditch		
950189324	20.9433677	83.0818554		ditch		
950189325	20.9573256	83.0822122		ditch		
950189326	20.9569260	83.0805190		ditch		
950189327	20.9545288	83.0874015		ditch		
950189328	20.9614697	83.1011861		ditch		
950189329	20.9624991	83.0988761		ditch		
950189330	20.9613091	83.0993735		ditch		
950189331	20.9622308	83.1053187		ditch		
950189343	20.8956074	83.0589068		ditch		
950190098	20.9283926	83.0803989		ditch		
950190099	20.9283463	83.0805210		ditch		
950190100	20.9261996	83.0790190		ditch		
950190101	20.9264071	83.0763348		ditch		
951486763	20.8777020	82.7388314		ditch		
951486764	20.8786875	82.7378169		ditch		
951486767	20.8792859	82.7434937		ditch		
951499256	20.9100387	82.7347682		ditch		
951499257	20.9095006	82.7404672		ditch		
951499329	20.8829570	82.7322831		ditch		
951499330	20.8829532	82.7323281		ditch		
951556852	20.9114561	82.7158016		ditch		
951556853	20.9114020	82.7158225		ditch		
951556858	20.9063413	82.7155940		ditch		
951556859	20.9063526	82.7155329		ditch		
952432286	20.9168417	82.7330749		ditch		
952432287	20.9176203	82.7348219		ditch		
952510440	20.7486657	86.9504020		ditch		
952510441	20.7365078	86.9474905		ditch		
952510442	20.7345977	86.9538220		ditch		
952510448	20.7325124	86.9727046		ditch		
952510449	20.7393085	86.9876158		ditch		
952510453	20.7469299	86.9611644		ditch		
952510455	20.7486824	86.9720048		ditch		
952510456	20.7494752	86.9659984		ditch		
952510457	20.7542320	86.9711276		ditch		
952510458	20.7533301	86.9736074		ditch		
952656168	20.7401374	86.9393832		ditch		
952656179	20.7284139	86.9722313		ditch		
952656187	20.7217775	86.9852561		ditch		
956260754	21.2445868	83.2806306		ditch		
956260755	21.2441136	83.2767515		ditch		
956264707	21.2402549	83.2717081		ditch		
965676380	20.7030872	83.5047291		ditch		
965676381	20.7032647	83.5047144		ditch		
965676382	20.7031831	83.5047211		ditch		
965676383	20.7065703	83.5189623		ditch		
965676384	20.7067916	83.5188000		ditch		
965676385	20.7066850	83.5188811		ditch		
965676386	20.7027115	83.5018940		ditch		
965676387	20.7027817	83.5018678		ditch		
965676388	20.7028419	83.5018444		ditch		
965676389	20.7032245	83.5069439		ditch		
965676390	20.7033105	83.5069346		ditch		
965676391	20.7033801	83.5069252		ditch		
