SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
1957231N20091,1957,42,NI,BB,UNNAMED,1957-08-20 06:00:00,TS,19.5,88.4, , , ,main,198,189,O_________OP___,jtwc_io,IO021957,19.5,88.4, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.5,88.4,TC,25, ,19.5,88.4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,280
1957313N11068,1957,76,NI,AS,UNNAMED,1957-11-08 18:00:00,TS,10.7,68.4, , , ,main,735,735,O_________O____,jtwc_io,IO061957,10.7,68.4, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.7,68.4,TC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,230
1958241N19088,1958,72,NI,BB,UNNAMED,1958-08-30 18:00:00,TS,19.7,82.1, , , ,main,0,0,O_________OP___,jtwc_io,IO051958,19.7,82.1, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.7,82.1,TC,25, ,19.7,82.1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,275
1958279N10086,1958,93,NI,AS,UNNAMED,1958-10-09 18:00:00,TS,17.1,69.7, , , ,main,360,360,O_________OP___,jtwc_io,IO091958,17.1,69.7, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.1,69.7,TC,35, ,17.2,69.6,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,315
1958295N19090,1958,101,NI,BB,UNNAMED,1958-10-23 15:00:00,TS,22.0,90.7, , , ,main,10,0,P_________PO___, ,IO081958,22.0,90.7, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.0,90.7,TC,25, ,22.0,90.7,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,40
1958322N08093,1958,106,NI,AS,UNNAMED,1958-11-29 03:00:00,TS,21.5,66.3, , , ,main,282, ,___________O___, ,IO121958, , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21.5,66.3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,40
1959179N18089,1959,38,NI,AS,UNNAMED,1959-07-01 15:00:00,TS,23.8,71.1, , , ,main,0,0,P_________PO___, ,IO031959,23.7,71.1, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.7,71.1,TC,25, ,23.8,71.1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,265
1959215N24089,1959,53,NI,BB,UNNAMED,1959-08-04 03:00:00,TS,23.6,86.0, , , ,main,0,0,P_________PO___, ,IO101959,23.6,86.0, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.6,86.0,TC,25, ,23.6,86.0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,270
1959270N17092,1959,82,NI,BB,UNNAMED,1959-10-02 03:00:00,TS,24.1,83.0, , , ,main,0, ,___________O___, ,IO111959, , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.1,83.0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,295
1959332N10081,1959,101,NI,AS,UNNAMED,1959-12-02 03:00:00,TS,8.4,66.3, , , ,main,1051,1051,P_________PO___, ,IO151959,8.4,66.3, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.4,66.3,TC,25, ,8.4,66.3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,240
1960148N20089,1960,23,NI,BB,UNNAMED,1960-05-28 03:00:00,TS,22.8,88.5, , , ,main,0,0,P_________PO___, ,IO011960,22.8,88.5, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.8,88.5,TC,25, ,22.8,88.5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,0
1960237N20090,1960,59,NI,BB,UNNAMED,1960-08-24 03:00:00,TS,20.4,89.5, , , ,main,140,78,P_________PO___, ,IO061960,20.4,89.5, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.4,89.5,TC,25, ,20.4,89.5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,330
1960273N13117,1960,76,NI,BB,UNNAMED,1960-10-08 15:00:00,TS,18.6,92.3, , , ,main,154,154,P_________PO___, ,IO101960,18.6,92.3, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.6,92.3,TC,25, ,18.6,92.3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,315
1960321N11067,1960,90,NI,AS,UNNAMED,1960-11-21 03:00:00,TS,13.1,56.2, , , ,main,192,166,P_________PO___, ,IO151960,13.1,56.2, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13.1,56.2,TC,35, ,13.1,56.2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,285
1961048N05086,1961,20,NI,BB,UNNAMED,1961-02-17 18:00:00,TS,5.1,86.5, , , ,main,551,551,O_________OP___,jtwc_io,IO021961,5.1,86.5, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.1,86.5,TC, , ,5.0,86.5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,350
1961159N21090,1961,43,NI,BB,UNNAMED,1961-06-07 21:00:00,TS,20.8,90.3, , , ,main,112,100,P_________P____, ,IO061961,20.8,90.3, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.8,90.3,TC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,315
1961182N22088,1961,52,NI,BB,UNNAMED,1961-07-01 15:00:00,TS,21.6,87.8, , , ,main,11,11,P_________PO___, ,IO091961,21.6,87.9, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21.6,87.9,TC, , ,21.6,87.8,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,275
1961248N22089,1961,86,NI,AS,UNNAMED,1961-09-14 03:00:00,TS,23.9,68.1, , , ,main,0,0,P_________PO___, ,IO131961,23.9,68.1, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.9,68.1,TC,25, ,23.9,68.1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,235
1961249N14342,1961,87,,,DEBBIE,1961-09-18 06:00:00,ET,68.5,18.0,35, ,hurdat_atl,main,0,0,O______________,hurdat_atl,AL041961,68.5,18.0, ,EX,35, ,-4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24,80
1961282N20079,1961,103,NI,BB,UNNAMED,1961-10-09 15:00:00,TS,20.2,78.3, , , ,main,0,0,P_________PO___, ,IO171961,20.2,78.3, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.2,78.3,TC,25, ,20.2,78.3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,320
1962134N10082,1962,31,NI,AS,UNNAMED,1962-05-19 12:00:00,TS,13.5,73.8, , , ,main,97,97,O_________OP___,jtwc_io,IO021962,13.5,73.8, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13.5,73.8,TC,25, ,13.6,73.8,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,295
1962189N22069,1962,44,NI,AS,UNNAMED,1962-07-13 09:00:00,TS,22.4,69.0, , , ,main,0,0,P_________PP___, ,IO051962,22.4,69.0, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.4,69.0,TC,25, ,22.4,69.0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,300
1962254N11123,1962,70,WP,MM,BABE:BABS,1962-09-15 09:00:00,TS,14.9,111.2, , , ,main,226,198,PPPP______PPP__, ,WP181962,15.0,111.4, , ,53, ,0, , , , , , , , , , , , , , , , ,15.1,111.1,9, ,994,0, , ,0, , , ,15.4,111.2,3,48,992,14.7,111.4,TS,43,994, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.0,111.4,TC,53, ,14.1,111.0,2, , ,15.0,111.4,53,982,180, , , , , , , , , , , , , , , , , , , , ,9,305
1962262N19092,1962,75,NI,BB,UNNAMED,1962-09-25 00:00:00,TS,25.8,82.0, , , ,main,0,0,O_________OP___,jtwc_io,IO071962,25.8,82.0, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.8,82.0,TC,25, ,25.8,82.0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,310
1962299N10094,1962,91,NI,BB,UNNAMED,1962-10-28 15:00:00,TS,14.3,85.2, , , ,main,403,358,P_________PO___, ,IO101962,14.3,85.2, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.3,85.2,TC,30, ,14.3,85.2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,330
1962329N07104,1962,97,NI,BB,UNNAMED,1962-11-29 06:00:00,TS,14.3,80.8, , , ,main,72,31,O_________OP___,jtwc_io,IO121962,14.3,80.8, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.3,80.8,TC,35, ,14.2,80.8,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,285
1963138N08068,1963,45,NI,AS,UNNAMED,1963-05-25 06:00:00,TS,15.9,59.4, , , ,main,386,339,O_________OP___,jtwc_io,IO021963,15.9,59.4, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.9,59.4,TC,65, ,15.9,59.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,305
1963185N22089,1963,58,NI,BB,UNNAMED,1963-07-05 18:00:00,TS,23.1,85.0, , , ,main,0,0,O_________OP___,jtwc_io,IO061963,23.1,85.0, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.1,85.0,TC,25, ,23.1,85.0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,280
1963251N16097,1963,81,NI,BB,UNNAMED,1963-09-15 18:00:00,TS,28.9,78.3, , , ,main,0,0,O_________OP___,jtwc_io,IO081963,28.9,78.3, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.9,78.3,TC,25, ,29.0,78.3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,350
1963274N15115,1963,93,NI,BB,UNNAMED,1963-10-07 00:00:00,TS,15.6,94.7, , , ,main,22, ,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.6,94.7,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,22,280
1963291N09092,1963,100,NI,BB,UNNAMED,1963-10-25 03:00:00,TS,18.9,80.5, , , ,main,0,0,P_________PO___, ,IO101963,18.9,80.5, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.9,80.5,TC,25, ,18.9,80.5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,80
1963334N09073,1963,111,NI,AS,UNNAMED,1963-12-03 03:00:00,TS,10.4,67.8, , , ,main,808,808,P_________PO___, ,IO151963,10.4,67.8, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.4,67.8,TC,35, ,10.4,67.8,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,290
1964185N21090,1964,40,NI,BB,UNNAMED,1964-07-05 03:00:00,TS,23.3,84.4, , , ,main,0,0,P_________PO___, ,IO031964,23.3,84.4, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.3,84.4,TC,25, ,23.3,84.4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,300
1964240N15111,1964,71,WP,MM,UNNAMED,1964-08-27 09:00:00,TS,16.3,108.9, , , ,main,72,54,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.3,108.9,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,305
1964267N21089,1964,87,NI,BB,UNNAMED,1964-09-23 09:00:00,TS,21.4,87.5, , , ,main,24,0,P_________PP___, ,IO091964,21.4,87.5, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21.4,87.5,TC,25, ,21.4,87.5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,295
1964278N21091,1964,93,NI,BB,UNNAMED,1964-10-05 12:00:00,TS,22.7,90.2, , , ,main,0,0,O_________OP___,jtwc_io,IO111964,22.7,90.2, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.7,90.2,TC,25, ,22.7,90.2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,345
1964291N11143,1964,98,NI,BB,GEORGIA,1964-10-24 15:00:00,TS,14.7,99.7, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.7,99.7,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,250
1964308N08096,1964,105,NI,BB,UNNAMED,1964-11-05 18:00:00,TS,12.8,86.6, , , ,main,628,581,O_________OP___,jtwc_io,IO131964,12.8,86.6, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12.8,86.6,TC,35, ,12.9,86.6,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,275
1964321N14086,1964,110,NI,BB,UNNAMED,1964-11-19 21:00:00,TS,12.5,80.6, , , ,main,43,43,P_________PP___, ,IO141964,12.5,80.6, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12.5,80.6,TC,65, ,12.5,80.6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0
1964352N05093,1964,120,NI,AS,UNNAMED,1964-12-23 18:00:00,TS,10.6,76.6, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.6,76.6,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,285
1965187N08144,1965,54,WP,MM,FREDA,1965-07-12 03:00:00,TS,14.4,127.9, , , ,main,358,332,PPPP______PPP__, ,WP121965,14.5,127.9, , ,140, ,5, , , , , , , , , , , , , , , , ,14.3,127.8,9, ,933,0, , ,0, , , ,14.4,127.9,6,136,928,14.2,127.8,SuperT,115,933, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.5,127.9,TC,140, ,14.5,127.9,4,140, ,14.5,127.9,140,935,270, , , , , , , , , , , , , , , , , , , , ,9,300
1965226N17116,1965,68,WP,MM,NADINE,1965-08-18 09:00:00,TS,18.6,107.4, , , ,main,119,53,PPPP______PPP__, ,WP201965,18.7,107.6, , ,48, ,0, , , , , , , , , , , , , , , , ,18.2,106.8,9, ,994,0, , ,0, , , ,18.5,107.7,2,38,995,18.9,107.7,TS,38,996, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.7,107.6,TC,48, ,18.4,107.2,2, , ,18.7,107.6,48,998,240, , , , , , , , , , , , , , , , , , , , ,14,265
1965243N19091,1965,84,NI,BB,UNNAMED,1965-09-03 03:00:00,TS,24.5,78.8, , , ,main,0,0,P_________PO___, ,IO061965,24.5,78.8, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.5,78.8,TC,25, ,24.5,78.8,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,285
1965294N13083,1965,109,NI,BB,UNNAMED,1965-10-24 12:00:00,TS,18.5,91.0, , , ,main,267,206,O_________OP___,jtwc_io,IO101965,18.5,91.0, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.5,91.0,TC,25, ,18.5,91.0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,60
1965340N05092,1965,117,NI,BB,UNNAMED,1965-12-06 21:00:00,TS,6.7,89.8, , , ,main,610,610,P_________PP___, ,IO121965,6.7,89.8, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.7,89.8,TC,25, ,6.7,89.8,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,330
1965364N08088,1965,122,NI,BB,UNNAMED,1966-01-01 09:00:00,TS,10.9,81.8, , , ,main,207,185,P_________PP___, ,IO141965,10.9,81.8, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.9,81.8,TC,35, ,10.9,81.8,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,325
1966179N21088,1966,34,NI,BB,UNNAMED,1966-06-28 15:00:00,TS,23.3,88.3, , , ,main,0,0,P_________PO___, ,IO041966,23.3,88.3, , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.3,88.3,TC,25, ,23.3,88.3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,350
