SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
1915308N13087,1915,48,NI,BB,UNNAMED,1915-11-05 00:00:00,TS,14.1,83.5, , , ,main,307,258,__________OP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.2,83.2,TC,45, ,14.1,83.7,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,285
1916163N21088,1916,30,NI,BB,UNNAMED,1916-06-13 15:00:00,TS,22.4,86.4, , , ,main,0,0,__________PO___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.3,86.2,TC,30, ,22.4,86.5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,255
1916263N18091,1916,50,NI,AS,UNNAMED,1916-09-27 09:00:00,TS,25.0,75.9, , , ,main,0,0,__________PP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.1,75.7,TC,30, ,24.9,76.1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,310
1916295N12088,1916,61,NI,BB,UNNAMED,1916-10-22 03:00:00,TS,13.6,85.4, , , ,main,472,434,__________PO___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13.7,85.2,TC,45, ,13.5,85.5,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,310
1917121N10084,1917,22,NI,BB,UNNAMED,1917-05-02 09:00:00,TS,15.4,84.3, , , ,main,252,208,__________PP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.0,84.5,TC,64, ,14.8,84.1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,23,20
1917219N21088,1917,32,NI,BB,UNNAMED,1917-08-07 15:00:00,TS,22.1,85.2, , , ,main,0,0,__________PO___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.3,85.0,TC,30, ,22.0,85.5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,300
1917292N10073,1917,48,NI,AS,UNNAMED,1917-10-20 09:00:00,TS,13.9,70.7, , , ,main,369,365,__________PP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13.9,70.6,TC,30, ,13.9,70.7,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,335
1918014N07086,1918,4,NI,BB,UNNAMED,1918-01-16 09:00:00,TS,11.6,83.8, , , ,main,404,378,__________PP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11.7,83.7,TC,45, ,11.5,83.9,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,315
1918247N20088,1918,55,NI,BB,UNNAMED,1918-09-04 09:00:00,TS,20.6,88.0, , , ,main,104,84,__________PP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.8,88.0,TC,30, ,20.5,88.0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,355
1919209N18090,1919,18,NI,BB,UNNAMED,1919-07-28 03:00:00,TS,18.2,90.4, , , ,main,336,336,__________PO___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.2,90.4,TC,37, ,18.1,90.4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,330
1919236N19088,1919,27,NI,BB,UNNAMED,1919-08-24 21:00:00,TS,18.8,88.2, , , ,main,229,229,__________PP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.8,88.2,TC,30, ,18.8,88.2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0
1919305N10084,1919,46,NI,AS,UNNAMED,1919-11-06 15:00:00,TS,14.0,61.9, , , ,main,710,690,__________PO___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.0,61.7,TC,64, ,13.9,62.0,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,290
1920158N14069,1920,18,NI,AS,UNNAMED,1920-06-07 03:00:00,TS,15.9,68.4, , , ,main,527,527,__________PO___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.9,68.3,TC,64, ,15.8,68.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,340
1920197N17087,1920,23,NI,BB,UNNAMED,1920-07-16 00:00:00,TS,17.8,87.3, , , ,main,263,253,__________O____, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.8,87.3,TC,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,330
1920250N17090,1920,37,NI,BB,UNNAMED,1920-09-06 09:00:00,TS,17.1,89.2, , , ,main,438,416,__________PP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.1,89.1,TC,30, ,17.0,89.4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,295
1921205N18089,1921,32,NI,BB,UNNAMED,1921-07-24 03:00:00,TS,18.2,89.4, , , ,main,368,361,__________PO___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.2,89.4,TC,37, ,18.1,89.4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0
1921245N23080,1921,40,NI,AS,UNNAMED,1921-09-03 21:00:00,TS,24.0,69.2, , , ,main,0,0,__________PP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.0,68.9,TC,30, ,24.0,69.5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,265
1921277N11097,1921,51,NI,AS,UNNAMED,1921-10-11 21:00:00,TS,16.8,64.1, , , ,main,710,657,__________PP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.8,63.8,TC,64, ,16.7,64.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,280
1922108N09068,1922,23,NI,AS,UNNAMED,1922-04-21 09:00:00,TS,10.2,70.1, , , ,main,588,588,__________PP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.3,70.1,TC,64, ,10.1,70.1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,330
1922214N23088,1922,38,NI,BB,UNNAMED,1922-08-02 21:00:00,TS,24.0,85.4, , , ,main,0,0,__________PP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.0,85.3,TC,30, ,24.0,85.5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,295
1922312N14097,1922,59,NI,BB,UNNAMED,1922-11-09 03:00:00,TS,16.7,93.6, , , ,main,77,77,__________PO___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.8,93.4,TC,64, ,16.5,93.7,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,325
1922329N09089,1922,62,NI,AS,UNNAMED,1922-12-04 03:00:00,TS,10.8,63.7, , , ,main,1022,955,__________PO___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.9,63.4,TC,64, ,10.8,64.0,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,280
1923117N14093,1923,27,NI,BB,UNNAMED,1923-04-28 21:00:00,TS,17.0,91.3, , , ,main,324,317,__________PP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.3,91.3,TC,34, ,16.9,91.3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,355
1923217N23089,1923,46,NI,BB,UNNAMED,1923-08-06 03:00:00,TS,23.6,87.0, , , ,main,0,0,__________PO___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.6,86.7,TC,30, ,23.5,87.4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,280
1923258N15086,1923,61,NI,BB,UNNAMED,1923-09-16 15:00:00,TS,17.5,84.3, , , ,main,89,64,__________PO___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.6,84.3,TC,30, ,17.4,84.4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,330
1923314N10090,1923,71,NI,BB,UNNAMED,1923-11-10 09:00:00,TS,10.1,89.5, , , ,main,805,805,__________PP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.1,89.5,TC,57, ,10.0,89.6,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,275
1923356N08087,1923,76,NI,BB,UNNAMED,1923-12-22 09:00:00,TS,8.4,87.2, , , ,main,601,601,__________PP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.5,87.2,TC,30, ,8.3,87.3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,360
1924166N18091,1924,13,NI,BB,UNNAMED,1924-06-15 21:00:00,TS,21.4,92.2, , , ,main,0,0,__________PP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21.5,92.2,TC,45, ,21.2,92.2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,20
1924244N13096,1924,31,NI,BB,UNNAMED,1924-08-31 15:00:00,TS,13.3,94.6, , , ,main,272,272,__________PO___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13.3,94.4,TC,30, ,13.3,94.8,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,270
1924275N15088,1924,39,NI,BB,UNNAMED,1924-10-01 15:00:00,TS,15.5,86.8, , , ,main,425,402,__________PO___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.6,86.7,TC,30, ,15.5,87.0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,290
1924319N11089,1924,51,NI,BB,UNNAMED,1924-11-15 03:00:00,TS,10.9,88.7, , , ,main,824,808,__________PO___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.9,88.5,TC,34, ,10.8,88.8,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,300
1925132N11092,1925,19,NI,BB,UNNAMED,1925-05-13 15:00:00,TS,12.7,86.6, , , ,main,636,605,__________PO___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12.7,86.4,TC,50, ,12.6,86.8,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,285
1925177N20089,1925,26,NI,BB,UNNAMED,1925-06-26 09:00:00,TS,20.4,88.4, , , ,main,134,123,__________PP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.4,88.5,TC,42, ,20.3,88.4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,340
1925206N22089,1925,32,NI,BB,UNNAMED,1925-07-28 03:00:00,TS,23.2,80.5, , , ,main,0, ,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.2,80.5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,280
1925287N14094,1925,53,NI,BB,UNNAMED,1925-10-15 09:00:00,TS,16.0,93.7, , , ,main,53,30,__________PP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.2,93.9,TC,45, ,15.9,93.6,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,45
1926139N09085,1926,21,NI,BB,UNNAMED,1926-05-21 12:00:00,TS,15.7,91.4, , , ,main,301,278,__________OP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.9,91.5,TC,64, ,15.5,91.3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,25
1926225N24088,1926,31,NI,AS,UNNAMED,1926-08-20 06:00:00,TS,25.2,76.5, , , ,main,0,0,__________OP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.3,76.4,TC,30, ,25.1,76.6,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,325
1926257N16089,1926,44,NI,BB,UNNAMED,1926-09-20 00:00:00,TS,22.2,81.4, , , ,main,0,0,__________OP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.2,81.4,TC,30, ,22.2,81.4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0
1926312N06072,1926,57,NI,AS,UNNAMED,1926-11-08 12:00:00,TS,5.4,70.4, , , ,main,779,779,__________OP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.4,70.2,TC,30, ,5.4,70.7,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,265
1927125N13088,1927,21,NI,BB,UNNAMED,1927-05-05 06:00:00,TS,13.9,88.6, , , ,main,646,613,__________OP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.0,88.7,TC,30, ,13.7,88.5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,25
1927151N17091,1927,26,NI,BB,UNNAMED,1927-06-04 00:00:00,TS,20.3,88.4, , , ,main,145,123,__________OP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.4,88.4,TC,64, ,20.2,88.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,350
1927204N21088,1927,32,NI,AS,UNNAMED,1927-07-27 12:00:00,TS,24.6,72.5, , , ,main,0,0,__________OP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.6,72.5,TC,30, ,24.5,72.5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,345
1927233N17090,1927,41,NI,BB,UNNAMED,1927-08-24 00:00:00,TS,18.7,85.6, , , ,main,98,53,__________OP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.8,85.4,TC,30, ,18.6,85.8,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,300
1927302N10091,1927,60,NI,BB,UNNAMED,1927-10-31 12:00:00,TS,13.1,82.7, , , ,main,260,216,__________OP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13.2,82.5,TC,64, ,13.1,82.9,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,290
1928167N24088,1928,31,NI,BB,UNNAMED,1928-06-15 18:00:00,TS,23.3,88.4, , , ,main,0,0,__________OP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.3,88.5,TC,30, ,23.3,88.4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,110
1928237N18089,1928,46,NI,BB,UNNAMED,1928-08-26 06:00:00,TS,18.5,84.6, , , ,main,23,0,__________OP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.6,84.4,TC,30, ,18.4,84.9,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,295
1928293N10084,1928,60,NI,BB,UNNAMED,1928-10-19 00:00:00,TS,9.8,84.1, , , ,main,335,331,__________O____, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9.8,84.1,TC,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,335
1929003N11091,1929,2,NI,BB,UNNAMED,1929-01-04 12:00:00,TS,10.6,88.9, , , ,main,832,809,__________OP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.6,88.7,TC,30, ,10.6,89.1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,270
1929196N21089,1929,39,NI,BB,UNNAMED,1929-07-15 18:00:00,TS,20.6,89.3, , , ,main,113,113,__________OP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.6,89.3,TC,45, ,20.6,89.3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,160
1929219N21090,1929,44,NI,BB,UNNAMED,1929-08-07 12:00:00,TS,21.3,89.8, , , ,main,55,55,__________OP___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21.3,89.8,TC,30, ,21.2,89.9,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,315
